date,desc,amount,cat,debit,credit,Balance,Unnamed: 7,Unnamed: 8
19/5/18,Visa Purchase                 17May Paypal *Carshareaus  402935773,-12.2,Expense - Travel,12.2,0.0,127.05,,
19/5/18,Visa Purchase                 17May Paypal *Carshareaus  402935773,-6.11,Expense - Travel,6.11,0.0,139.25,,
17/5/18,Visa Purchase                 16May Uber   *Trip 475Dz   Help.Uber,-13.31,Expense - Travel - Taxis,13.31,0.0,145.36,,
15/5/18,Visa Purchase                 12May Uber   *Trip Oi2Pe   Help.Uber,-15.53,Expense - Travel - Taxis,15.53,0.0,158.67,,
14/5/18,Visa Purchase                 11May Paypal *Multiplescl  402935773,-84.0,Donation,84.0,0.0,174.2,,
9/5/18,Foreign Currency Conversn Fee,-0.59,Fees,0.59,0.0,258.2,,
9/5/18,Visa Purchase O/Seas          07May Usd14.95 Audible,-19.96,Expense - Subscriptions & Software Licences,19.96,0.0,258.79,,
9/5/18,Visa Purchase                 08May Audible Limited      Melbourne,-16.45,Expense - Subscriptions & Software Licences,16.45,0.0,278.75,,
7/5/18,Visa Purchase                 04May Transport For Nsw-Op Chippenda,-40.0,Expense - Travel,40.0,0.0,295.2,,
7/5/18,Ncie Fitness Ctr 93292985,-36.77,Personal - Health & Wellbeing,36.77,0.0,335.2,,
7/5/18,Visa Purchase                 04May Transport For Nsw-Op Chippenda,-20.0,Expense - Travel,20.0,0.0,371.97,,
7/5/18,Atm Withdrawal                06May14:00 St.George Bank        Double Bay   2  Au,-200.0,Personal - Cash Out,200.0,0.0,391.97,,
7/5/18,Internet Deposit              06May13:59 From 0000467806067,500.0,Account Transfer (In),0.0,500.0,591.97,,
4/5/18,Visa Purchase                 03May Amnesty Internationa Chippenda,-100.0,Donation,100.0,0.0,91.97,,
4/5/18,Visa Purchase                 01May Paypal *Mobilezap    353143690,-43.47,Expense - Office IT,43.47,0.0,191.97,,
4/5/18,Visa Purchase                 02May Google*Svcsapps Gree Cc Google,-16.5,Expense - Subscriptions & Software Licences,16.5,0.0,235.44,,
3/5/18,Visa Purchase                 01May Iexperts Pty Ltd     Sydney,-99.0,Expense - Office IT,99.0,0.0,251.94,,
2/5/18,Visa Purchase                 30Apr Cancer Council Nsw   Woolloomo,-30.0,Donation,30.0,0.0,350.94,,
1/5/18,Visa Purchase                 28Apr The Sydney Aquarium  Sydney,-113.5,Personal - Family,113.5,0.0,380.94,,
1/5/18,Visa Purchase                 28Apr Hulu At King St Whrf Sydney,-62.55,Personal - Entertainment,62.55,0.0,494.44,,
1/5/18,Visa Purchase                 29Apr Uber   *Trip Btsd7   Help.Uber,-20.4,Expense - Travel - Taxis,20.4,0.0,556.99,,
1/5/18,Visa Purchase                 28Apr Spotify P05C6Cc5Ae   Sydney,-11.99,Expense - Subscriptions & Software Licences,11.99,0.0,577.39,,
1/5/18,Foreign Currency Conversn Fee,-0.27,Fees,0.27,0.0,589.38,,
1/5/18,Visa Purchase O/Seas          28Apr Usd7.00 Github.Com  3Zfx,-9.3,Expense - Subscriptions & Software Licences,9.3,0.0,589.65,,
30/4/18,Visa Purchase                 27Apr Transport For Nsw-Op Chippenda,-40.0,Expense - Travel,40.0,0.0,598.95,,
30/4/18,Visa Purchase                 27Apr Uber Trip 7W6J5 Help Sydney,-24.99,Expense - Travel - Taxis,24.99,0.0,638.95,,
30/4/18,Visa Purchase                 27Apr Uber Trip Zkkio Help Sydney,-14.79,Expense - Travel - Taxis,14.79,0.0,663.94,,
30/4/18,Visa Purchase                 27Apr E.S.A Retailing Pty  Sydney,-7.8,Personal - Jane,7.8,0.0,678.73,,
30/4/18,Mr Patrick Josse,130.0,Income - Greenups,0.0,130.0,686.53,,
28/4/18,Visa Purchase                 27Apr Premier Cabs 131017  Granville,-44.0,Expense - Travel,44.0,0.0,556.53,,
28/4/18,Visa Purchase                 27Apr Uber Trip Otnw7 Help Sydney,-22.08,Expense - Travel - Taxis,22.08,0.0,600.53,,
27/4/18,Visa Purchase                 23Apr Paypal *Carshareaus  402935773,-42.71,Expense - Travel,42.71,0.0,622.61,,
27/4/18,Visa Purchase                 24Apr Paypal *Carshareaus  402935773,-24.4,Expense - Travel,24.4,0.0,665.32,,
27/4/18,Visa Purchase                 25Apr Gm Cabs Pty Ltd      Mascot,-23.52,Expense - Travel,23.52,0.0,689.72,,
27/4/18,Visa Purchase                 26Apr Uber   *Trip Wvplx   Help.Uber,-22.96,Expense - Travel - Taxis,22.96,0.0,713.24,,
27/4/18,Visa Purchase                 24Apr Paypal *Carshareaus  402935773,-18.29,Expense - Travel,18.29,0.0,736.2,,
27/4/18,Visa Purchase                 25Apr Golden Barley Hotel  Enmore,-17.4,Personal - Drinking Out,17.4,0.0,754.49,,
27/4/18,Visa Purchase                 25Apr Paypal *Carshareaus  402935773,-12.2,Expense - Travel,12.2,0.0,771.89,,
27/4/18,Visa Purchase                 24Apr Paypal *Carshareaus  402935773,-12.2,Expense - Travel,12.2,0.0,784.09,,
27/4/18,Internet Deposit              27Apr18:48 Wortley St,500.0,Wortley St,0.0,500.0,796.29,,
26/4/18,Visa Purchase                 22Apr The Tudor Redfern    Redfern,-94.0,Personal - Eating Out,94.0,0.0,296.29,,
26/4/18,Visa Purchase                 24Apr Sushi Hub Balmain    Balmain,-5.8,Personal - Jane,5.8,0.0,390.29,,
24/4/18,Visa Purchase                 21Apr Bamboo Thai Restaura Redfern,-55.6,Personal - Family,55.6,0.0,396.09,,
24/4/18,Visa Purchase                 20Apr Woolworths      1474 Redfern,-33.6,Personal - Groceries,33.6,0.0,451.69,,
24/4/18,Visa Purchase                 21Apr Sheep 8 Pty Limited  Redfern,-29.7,Personal - Alcohol,29.7,0.0,485.29,,
23/4/18,Ncie Fitness Ctr 91119586,-36.77,Personal - Health & Wellbeing,36.77,0.0,514.99,,
23/4/18,Visa Purchase                 20Apr Paypal *Netflix.Com  402-935-7,-14.73,Expense - Subscriptions & Software Licences,14.73,0.0,551.76,,
21/4/18,Visa Purchase                 20Apr Coles Express 1698   Ultimo,-83.1,Personal - Groceries,83.1,0.0,566.49,,
21/4/18,Foreign Currency Conversn Fee,-1.94,Fees,1.94,0.0,649.59,,
21/4/18,Visa Purchase O/Seas          19Apr Usd50.00 Mailchimp   *Monthly,-64.79,Expense - Subscriptions & Software Licences,64.79,0.0,651.53,,
21/4/18,Visa Purchase                 19Apr Paypal *Carshareaus  402935773,-32.4,Expense - Travel,32.4,0.0,716.32,,
21/4/18,Visa Purchase                 20Apr Gm Cabs Pty Ltd      Mascot,-20.9,Expense - Travel,20.9,0.0,748.72,,
21/4/18,Visa Purchase                 20Apr Uber   *Trip Sihdx   Help.Uber,-18.27,Expense - Travel - Taxis,18.27,0.0,769.62,,
19/4/18,Visa Purchase                 17Apr Paypal *Carshareaus  402935773,-32.4,Expense - Travel,32.4,0.0,787.89,,
19/4/18,Visa Purchase                 17Apr Paypal *Carshareaus  402935773,-24.31,Expense - Travel,24.31,0.0,820.29,,
18/4/18,Eftpos Purchase               18Apr12:51 Woolworths      1474  Redfern      Nswau,-116.69,Personal - Groceries,116.69,0.0,844.6,,
18/4/18,Internet Withdrawal           18Apr11:55 Tfr 4 Daycare Due 20Apr,-3000.0,Account Transfer (In),3000.0,0.0,961.29,,
18/4/18,Internet Withdrawal           18Apr11:28 Daycare Fees Due 6 April,-1428.0,Personal - Childcare,1428.0,0.0,3961.29,,
17/4/18,Visa Purchase                 15Apr George Hotel         Waterloo,-51.0,Personal - Drinking Out,51.0,0.0,5389.29,,
17/4/18,Visa Purchase                 13Apr Alan's Sushi         Woolloomo,-25.5,Expense - Working Lunch,25.5,0.0,5440.29,,
17/4/18,Visa Purchase                 15Apr George Hotel         Waterloo,-25.5,Personal - Drinking Out,25.5,0.0,5465.79,,
17/4/18,Visa Purchase                 15Apr George Hotel         Waterloo,-17.0,Personal - Drinking Out,17.0,0.0,5491.29,,
17/4/18,Visa Purchase                 14Apr Kepos Street Kitchen Redfern,-8.6,Personal - Coffee,8.6,0.0,5508.29,,
16/4/18,Visa Purchase                 13Apr Hunters Corner       Redfern,-16.5,Expense - Office Supplies,16.5,0.0,5516.89,,
16/4/18,John Ward Wortley St,5000.0,Wortley St,0.0,5000.0,5533.39,,
16/4/18,Atm Withdrawal                16Apr14:12 St.George Bank        Darlinghurst 2  Au,-100.0,Personal - Cash Out,100.0,0.0,533.39,,
14/4/18,Visa Purchase                 12Apr Taxi Epay Australia  West Melb,-21.97,Expense - Travel,21.97,0.0,633.39,,
14/4/18,Visa Purchase                 12Apr Uber   *Trip U3Kul   Help.Uber,-18.08,Expense - Travel - Taxis,18.08,0.0,655.36,,
13/4/18,National Centre Ezypayid 315037146,-36.56,Personal - Health & Wellbeing,36.56,0.0,673.44,,
12/4/18,Visa Purchase                 10Apr Rent A Space Moore P Moore Par,-329.0,Expense - Storage,329.0,0.0,710.0,,
12/4/18,Eftpos Purchase               12Apr10:17 Chemist Warehouse  \Darlinghurst      Au,-121.61,Personal - Health & Wellbeing,121.61,0.0,1039.0,,
12/4/18,Eftpos Purchase               12Apr08:57 Woolworths      1474  Redfern      Nswau,-84.8,Personal - Groceries,84.8,0.0,1160.61,,
10/4/18,Visa Purchase                 08Apr Silver Servic 133100 Alexandri,-26.67,Expense - Travel,26.67,0.0,1245.41,,
10/4/18,Foreign Currency Conversn Fee,-0.58,Fees,0.58,0.0,1272.08,,
10/4/18,Visa Purchase O/Seas          07Apr Usd14.95 Audible,-19.53,Expense - Subscriptions & Software Licences,19.53,0.0,1272.66,,
10/4/18,Visa Purchase                 08Apr Audible Limited      Melbourne,-16.45,Expense - Subscriptions & Software Licences,16.45,0.0,1292.19,,
10/4/18,Visa Purchase                 08Apr The Shop Products    Coolum Be,-8.45,Personal - Coffee,8.45,0.0,1308.64,,
9/4/18,Eftpos Purchase               09Apr20:20 Woolworths      1474  Redfern      Nswau,-53.8,Personal - Groceries,53.8,0.0,1317.09,,
9/4/18,Internet Withdrawal           09Apr20:12 For Wedding Bits,-1000.0,Personal - Family,1000.0,0.0,1370.89,,
9/4/18,Eftpos Purchase               09Apr20:07 Woolworths      1474  Redfern      Nswau,-86.81,Personal - Groceries,86.81,0.0,2370.89,,
9/4/18,Eftpos Purchase               08Apr13:14 7-Eleven 4091         Marcoola        Au,-61.46,Personal - Family,61.46,0.0,2457.7,,
7/4/18,Visa Purchase                 06Apr Ipy*Jetstar Menu Afs Broadbeac,-12.0,Expense - Travel,12.0,0.0,2519.16,,
6/4/18,Visa Purchase                 05Apr Amnesty Internationa Chippenda,-100.0,Donation,100.0,0.0,2531.16,,
6/4/18,Visa Purchase                 04Apr Paypal *Carshareaus  402935773,-89.11,Expense - Travel,89.11,0.0,2631.16,,
5/4/18,Visa Purchase                 04Apr Woolworths      1474 Redfern,-55.05,Personal - Groceries,55.05,0.0,2720.27,,
5/4/18,Cash Withdrawal,-7100.0,Wortley St,7100.0,0.0,2775.32,,
4/4/18,Visa Purchase                 30Mar Sydney Cove Water Ta South Wen,-160.0,Expense - Travel,160.0,0.0,9875.32,,
4/4/18,Visa Purchase                 30Mar Gm Cabs Pty Ltd      Mascot,-33.5,Expense - Travel,33.5,0.0,10035.32,,
4/4/18,Visa Purchase                 01Apr Cancer Council Nsw   Woolloomo,-30.0,Donation,30.0,0.0,10068.82,,
4/4/18,Visa Purchase                 31Mar The Tudor Redfern    Redfern,-28.5,Personal - Drinking Out,28.5,0.0,10098.82,,
4/4/18,Visa Purchase                 01Apr Google*Svcsapps Gree Cc Google,-16.5,Expense - Subscriptions & Software Licences,16.5,0.0,10127.32,,
4/4/18,Eftpos Purchase               04Apr10:03 Woolworths      1474  Redfern      Nswau,-148.99,Personal - Groceries,148.99,0.0,10143.82,,
3/4/18,Visa Purchase                 29Mar The Tudor Redfern    Redfern,-40.0,Personal - Drinking Out,40.0,0.0,10292.81,,
3/4/18,National Centre Ezypayid 314829187,-18.56,Personal - Health & Wellbeing,18.56,0.0,10332.81,,
3/4/18,Visa Purchase                 29Mar The Tudor Redfern    Redfern,-17.0,Personal - Alcohol,17.0,0.0,10351.37,,
3/4/18,John Ward Wortley St,10000.0,Wortley St,0.0,10000.0,10368.37,,
